,Наименование ДП,"2018, Нематериальные активы","2019, Нематериальные активы","2020, Нематериальные активы","2018, Основные средства ","2019, Основные средства ","2020, Основные средства ","2018, Внеоборотные активы","2019, Внеоборотные активы","2020, Внеоборотные активы","2018, Дебиторская задолженность","2019, Дебиторская задолженность","2020, Дебиторская задолженность","2018, Оборотные активы","2019, Оборотные активы","2020, Оборотные активы","2018, Уставный капитал ","2019, Уставный капитал ","2020, Уставный капитал ","2018, Капитал и резервы","2019, Капитал и резервы","2020, Капитал и резервы","2018, Заёмные средства (долгосрочные)","2019, Заёмные средства (долгосрочные)","2020, Заёмные средства (долгосрочные)","2018, Долгосрочные обязательства","2019, Долгосрочные обязательства","2020, Долгосрочные обязательства","2018, Заёмные средства (краткосрочные)","2019, Заёмные средства (краткосрочные)","2020, Заёмные средства (краткосрочные)","2018, Кредиторская задолженность","2019, Кредиторская задолженность","2020, Кредиторская задолженность","2018, Краткосрочные обязательства","2019, Краткосрочные обязательства","2020, Краткосрочные обязательства","2018, Выручка","2019, Выручка","2020, Выручка","2018, Себестоимость продаж","2019, Себестоимость продаж","2020, Себестоимость продаж","2018, Прибыль (убыток) до налогообложения ","2019, Прибыль (убыток) до налогообложения ","2020, Прибыль (убыток) до налогообложения ","2018, Прибыль (убыток) от продажи","2019, Прибыль (убыток) от продажи","2020, Прибыль (убыток) от продажи"
272,445,0.0,0.0,0.0,157946496.8152866,177160509.5541401,273318471.3375796,157946496.8152866,179367515.9235669,279794904.4585987,405342675.1592357,360120382.1656051,554398089.1719745,746975796.1783439,673151592.3566879,953470700.6369426,127388.5350318471,127388.5350318471,127388.5350318471,136641401.2738853,166423566.8789809,404837579.6178344,419882802.5477707,212883439.4904459,110191.0828025478,457472611.4649681,251228662.4203821,25094267.51592357,2547770.700636942,168134394.9044586,402770063.6942675,308260509.5541401,246128662.4203821,378546496.8152866,310808280.2547771,434866878.9808917,803334394.9044585,1004813375.796178,2024946496.815287,1740530573.248408,859517834.3949044,1435203184.713376,1338171337.579618,118685350.3184713,21171337.57961783,251882165.6050955,119914649.6815287,451031847.1337579,226524203.821656
273,447,0.0,0.0,0.0,0.0,6831847.133757962,6259235.668789809,0.0,6833757.961783439,6280254.777070063,0.0,3348407.643312102,5437579.617834395,0.0,13923566.87898089,19430573.24840764,0.0,0.0,0.0,0.0,4042038.21656051,5122929.936305732,0.0,12212101.91082802,10088535.03184713,0.0,12921019.10828025,10312738.85350318,0.0,0.0,7777070.063694268,0.0,3793630.573248407,2498089.171974522,0.0,3793630.573248407,10275159.23566879,0.0,48155414.01273885,53327388.53503185,0.0,47319108.28025477,51674522.29299363,0.0,735668.7898089172,821019.1082802548,0.0,836305.7324840764,1652866.242038216
274,448,221019.1082802548,50955.41401273885,38853.50318471337,188278343.9490446,439219108.2802548,454218471.3375796,204971337.5796178,465157324.8407643,471324840.7643312,552141401.2738854,571242038.2165605,1631052866.242038,2275523566.878981,3455003821.656051,3932350318.471337,318471.3375796178,318471.3375796178,318471.3375796178,1081439490.44586,1414061783.43949,1804331210.191083,0.0,191082802.5477707,0.0,19093630.57324841,244120382.1656051,50272611.46496815,3184.713375796178,150475796.178344,411851592.3566879,1379958598.726115,2082636942.675159,2102069426.751592,1379961783.43949,2261978980.89172,2549071337.579618,6203012101.910828,7088118471.33758,8379533757.961783,5169804458.598726,5773019108.280254,6403919745.22293,274235668.7898089,360981528.6624204,382771974.522293,358730573.2484076,255293630.5732484,816778343.9490446
275,451,61783.43949044586,49044.58598726115,36305.73248407643,5442038.216560509,6724203.821656051,8687261.146496816,5688535.031847133,7000636.942675159,10038853.50318471,52272611.46496815,34606369.42675159,84527388.53503184,143445222.9299363,168778980.8917197,179074522.2929936,6369.426751592357,6369.426751592357,6369.426751592357,122438853.5031847,145809554.1401274,158202547.7707006,5095541.401273885,0.0,0.0,5095541.401273885,0.0,51592.35668789809,0.0,0.0,0.0,20486624.20382166,29067515.92356688,29663694.26751592,21598726.11464968,29970063.69426752,30859872.61146497,587256050.9554139,550021656.0509554,425058598.7261146,461467515.9235669,410894904.4585987,301804458.5987261,49644585.98726115,69207643.31210192,63337579.61783439,51078980.89171974,70026114.64968152,64617834.39490446
276,452,0.0,54777.07006369426,27388.53503184713,876433.1210191082,835031.8471337579,3098726.114649681,876433.1210191082,889808.9171974522,3126751.592356688,76144585.98726115,61245859.87261146,68701273.88535032,88615923.56687897,116405095.5414013,137438853.5031847,6369.426751592357,6369.426751592357,6369.426751592357,1908280.25477707,5443312.101910828,10861783.43949044,0.0,0.0,61146.49681528662,0.0,14649.68152866242,1126114.649681529,0.0,0.0,397452.229299363,87584076.43312101,111837579.6178344,128179617.8343949,87584076.43312101,111837579.6178344,128577070.0636943,370206369.4267516,473740127.388535,491715923.566879,347122929.9363057,449073885.3503184,458620382.1656051,2524203.821656051,4887261.146496815,6725477.707006369,2375796.178343949,5294267.515923567,5870063.694267516
277,453,0.0,0.0,0.0,981951592.356688,1714929299.363057,1867708917.197452,981951592.356688,1714929299.363057,1869365605.095541,500087898.0891719,183638216.5605095,165394904.4585987,821997452.2292993,641578980.8917197,1002133121.019108,289490445.8598726,289490445.8598726,289490445.8598726,439827388.5350319,503416560.5095541,826981528.6624204,726482165.6050955,1165759872.611465,1700318471.337579,727228025.477707,1182207006.369427,1701262420.382165,0.0,86556050.95541401,158084713.3757962,605798089.1719745,556675796.1783439,173392993.6305732,636893630.5732484,670884713.3757962,343254777.0700637,919359235.6687896,844808917.1974522,1104342675.159236,744964968.1528662,657160509.5541401,903342038.2165604,58893630.57324841,81362420.3821656,-137502547.7707006,99159235.6687898,88676433.12101911,25380254.77707006
278,454,0.0,0.0,0.0,11170063.69426752,8184713.375796178,5267515.923566879,446575159.2356688,443598089.1719745,440672611.4649681,263724203.821656,289031847.1337579,254602547.7707006,774236305.7324841,832779617.8343948,298610828.0254777,2229299.363057325,2229299.363057325,2229299.363057325,1007245859.872611,1065318471.33758,478856687.8980892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213565605.0955414,211059235.6687898,260426751.5923567,213565605.0955414,211059235.6687898,260426751.5923567,4157056050.955414,4113765605.095541,4084478343.949044,3641879617.834395,3613124840.764331,3572818471.337579,523554777.0700637,506605095.5414013,473007006.3694267,476626751.5923567,459071974.522293,473079617.8343949
279,455,0.0,0.0,0.0,27915705095.5414,133612613375.7962,340681401273.8853,30342287261.1465,136034199363.0573,353834789171.9745,2251832484.076433,5824270700.636943,8240908280.254777,2553808917.197452,44486491719.74522,11723839490.44586,10175738853.50318,10175738853.50318,10175738853.50318,11349707006.36943,81408290445.85986,88591431847.13376,19770247770.70064,91805389171.97452,261021749681.5287,20625176433.12102,92990146496.81528,263170107006.3694,0.0,0.0,0.0,905764331.210191,6066140127.388535,13674061146.49681,921213375.7961783,6122254140.127388,13797089808.9172,7851592.356687898,0.0,0.0,7697452.229299363,0.0,0.0,-471747133.7579618,1638914649.681529,-36893397452.2293,154140.127388535,0.0,0.0
280,457,0.0,0.0,0.0,0.0,1499363.057324841,17289808.91719745,0.0,1499363.057324841,17289808.91719745,3143312.101910828,15378980.89171975,12922292.99363057,11613375.79617834,25017834.39490446,20884076.43312102,0.0,0.0,0.0,661146.4968152866,1540127.388535032,2100636.942675159,0.0,0.0,15178343.94904459,0.0,791082.8025477707,15470063.69426752,0.0,0.0,0.0,10952229.29936306,24185987.2611465,20603821.65605095,10952229.29936306,24185987.2611465,20603821.65605095,41192356.68789808,163175159.2356688,222457324.8407643,40596178.34394904,162017834.3949045,221449044.5859872,577707.0063694267,1121019.108280255,826751.5923566879,596178.3439490446,1157324.840764331,1008280.25477707
281,458,0.0,0.0,0.0,2356947770.700637,2290235031.847134,2898464331.210191,2450955414.012739,2708277707.006369,3238336942.675159,6225485350.318471,6140222292.99363,5106519745.22293,11035980254.77707,10979455414.01274,12399452866.24204,392212101.910828,392212101.910828,392212101.910828,2177456687.898089,2377348407.643312,2399535031.847134,573248407.6433121,0.0,0.0,703839490.4458598,465354777.0700637,318809554.1401274,1568220382.165605,2604887898.089172,1923566878.980892,8821299363.057325,7637717197.452229,10500282165.60509,10605639490.44586,10845029936.30573,12919445222.92994,16086249044.58599,22214770063.69427,20005824203.82166,15561314012.73885,21451970063.69427,19356125477.707,135195541.4012739,307328662.4203821,55602547.77070063,162688535.0318471,399065605.0955414,274677707.0063694
282,459,0.0,0.0,0.0,150955.4140127389,1740127.388535032,1466878.98089172,150955.4140127389,1740127.388535032,1466878.98089172,18922929.93630573,11922292.99363057,91022929.93630572,37259235.6687898,54202547.77070063,148889171.9745223,6369.426751592357,6369.426751592357,6369.426751592357,6329299.363057325,7606369.426751592,11740764.33121019,0.0,0.0,0.0,12738.85350318471,1438216.560509554,956687.898089172,3032484.076433121,2056687.898089172,61424203.82165605,28035668.78980892,44841401.27388535,72367515.92356688,31068152.86624204,46898089.17197452,137658598.7261146,181400636.9426751,183436305.7324841,272057961.7834395,146345859.8726115,164231847.1337579,249163694.2675159,4310191.082802547,2463057.324840764,5809554.140127389,6233757.961783439,6412738.853503184,6429936.305732484
283,460,0.0,0.0,0.0,0.0,2529299.363057325,6793630.573248408,0.0,2529299.363057325,6793630.573248408,0.0,43814012.7388535,30924203.82165605,0.0,56396178.34394904,65041401.27388535,0.0,0.0,0.0,0.0,3577070.063694268,7109554.140127388,0.0,0.0,0.0,0.0,707006.3694267515,1512101.910828025,0.0,45796178.34394904,44585987.26114649,0.0,8845859.872611465,18627388.53503185,0.0,54642038.21656051,63213375.79617834,0.0,384956050.955414,442321656.0509554,0.0,379018471.3375796,435077707.0063694,0.0,3987261.146496815,4183439.49044586,0.0,5937579.617834395,7243949.044585987
284,461,7006.369426751592,0.0,104458.5987261147,5036942.675159235,3864331.210191083,10704458.59872611,5043949.044585987,3864331.210191083,10808917.19745223,16471974.52229299,12582802.5477707,11603184.7133758,56611464.96815287,43831210.1910828,56222292.99363057,6369.426751592357,6369.426751592357,6369.426751592357,25267515.92356688,19243949.04458599,17915286.62420382,0.0,0.0,0.0,0.0,0.0,2164331.210191083,0.0,4994267.515923567,0.0,36387898.08917198,23457324.84076433,46951592.3566879,36387898.08917198,28451592.3566879,46951592.3566879,324852229.299363,252047770.7006369,292616560.5095541,273995541.4012738,203045859.8726115,237659872.6114649,28642038.21656051,19902547.77070064,33742038.21656051,24582802.5477707,18975159.23566879,30255414.01273885
285,465,0.0,0.0,0.0,272611.4649681529,340127.3885350318,1014649.681528662,272611.4649681529,340127.3885350318,1014649.681528662,2482802.5477707,2817834.394904458,2859872.611464968,8731847.133757962,12584713.37579618,18636942.67515923,6369.426751592357,6369.426751592357,6369.426751592357,1015286.624203822,2612738.853503184,4631847.133757962,4257324.840764331,3042038.21656051,5254777.070063694,4257324.840764331,3042038.21656051,5254777.070063694,0.0,0.0,0.0,3731847.133757961,7270063.694267516,9764968.152866242,3731847.133757961,7270063.694267516,9764968.152866242,18577707.00636943,31745222.9299363,53215923.56687898,14536305.73248408,26077070.06369426,45891082.80254777,1261783.439490446,1997452.229299363,2745859.872611465,1533121.01910828,2245859.872611465,4526751.592356687
286,466,0.0,0.0,0.0,0.0,2621656.050955414,3073885.350318471,0.0,2621656.050955414,3081528.662420382,0.0,14303184.7133758,16094267.51592357,0.0,16118471.33757962,23378980.89171974,0.0,0.0,0.0,0.0,4928662.420382165,5561783.439490446,0.0,6461783.439490446,6209554.140127388,0.0,6494267.515923566,6242038.216560509,0.0,0.0,2351592.356687898,0.0,7317197.452229299,12305732.48407643,0.0,7317197.452229299,14657324.84076433,0.0,72054777.0700637,64406369.42675159,0.0,69519745.22292994,62493630.57324841,0.0,1510191.082802548,792356.6878980892,0.0,2535031.847133758,1912738.853503185
287,467,0.0,0.0,0.0,0.0,0.0,62420.38216560509,636.9426751592356,26751.5923566879,104458.5987261147,335031.847133758,7070063.694267516,13821019.10828025,2978343.949044586,8824203.82165605,19715286.62420382,6369.426751592357,6369.426751592357,6369.426751592357,215923.5668789809,984076.433121019,3589808.917197452,0.0,3248407.643312102,797452.229299363,0.0,3248407.643312102,797452.229299363,0.0,0.0,0.0,2763694.267515923,4618471.337579617,15433121.01910828,2763694.267515923,4618471.337579617,15433121.01910828,10310828.02547771,67198089.17197452,79673248.4076433,8629299.363057325,54540764.33121019,63248407.6433121,235668.7898089172,960509.5541401274,2901273.885350318,254140.127388535,1115923.566878981,4180891.719745223
288,468,0.0,0.0,0.0,1037579.617834395,1607643.312101911,9552229.299363056,1037579.617834395,1607643.312101911,9552229.299363056,1305095.541401274,2722929.936305732,11084076.43312102,3539490.445859872,7596815.286624203,14898089.17197452,0.0,6369.426751592357,6369.426751592357,2796178.343949045,4215286.624203822,9589808.917197453,0.0,0.0,0.0,0.0,0.0,5355414.012738854,12738.85350318471,12738.85350318471,12738.85350318471,1768152.866242038,4977070.063694268,9491719.74522293,1780891.719745223,4989808.917197452,9504458.598726114,46459235.6687898,50668152.86624204,137871337.5796178,38455414.01273885,43334394.9044586,123209554.1401274,8042675.159235668,1754140.127388535,6543312.101910828,8003821.656050955,1805095.541401274,5357961.78343949
289,469,0.0,0.0,0.0,0.0,0.0,452866.2420382166,0.0,0.0,452866.2420382166,8575796.178343948,9328025.477707006,21919108.28025478,9573248.407643313,14924840.76433121,47245859.87261146,0.0,0.0,0.0,542675.1592356687,1077707.006369427,3001273.885350318,0.0,5703821.656050955,8257961.78343949,0.0,5703821.656050955,8257961.78343949,0.0,0.0,0.0,9030573.248407643,8143312.101910828,36439490.44585987,9030573.248407643,8143312.101910828,36439490.44585987,53302547.77070063,50398726.11464968,280147770.7006369,51582165.60509554,47859235.6687898,290249044.5859873,1026114.649681529,1175159.23566879,2192993.630573248,1720382.165605095,2539490.445859873,-10101273.88535032
290,470,9750318.47133758,31147133.75796178,1636544585.987261,2691184713.375796,10480705732.48408,37287607643.3121,2700935031.847134,10527333121.01911,39529255414.01274,679273885.3503184,2373710191.082802,6815079617.834394,4446515286.624204,10734025477.70701,10955790445.85987,3399363.057324841,640342038.2165605,640342038.2165605,6191438853.503184,18184666242.03822,20333793630.57325,0.0,0.0,0.0,84028662.42038216,199235668.7898089,1117438216.560509,63694.26751592357,63694.26751592357,12567169426.75159,857828662.4203821,2687237579.617834,15948404458.59873,871982802.5477706,2877456687.898089,29033814012.73885,135091719.7452229,4900922292.99363,25201396178.34395,324517834.3949044,5600858598.726114,21257133121.01911,-155953503.1847134,-1001570063.694268,2713152229.299363,-231915286.6242038,-1130356050.955414,2728396178.343949
291,471,0.0,0.0,0.0,0.0,538853.5031847133,7856050.955414012,0.0,538853.5031847133,7856050.955414012,3264331.210191083,4269426.751592357,22030573.24840764,50983439.49044586,93293630.5732484,89101910.82802548,6369.426751592357,6369.426751592357,6369.426751592357,24631847.13375796,39996815.2866242,46119745.22292993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26351592.3566879,53835668.78980891,50838216.56050956,26351592.3566879,53835668.78980891,50838216.56050956,579885350.3184713,654000636.9426751,709873885.3503184,490599363.0573248,531030573.2484076,555521656.0509554,84779617.8343949,118494904.4585987,128672611.4649681,85003184.71337579,118133757.9617834,128019745.2229299
292,473,0.0,0.0,0.0,237510828.0254777,550216560.5095541,158375159.2356688,238583439.4904459,551510828.0254776,163478343.9490446,5884433121.019108,9577946496.815289,16334947770.70064,11161024840.76433,18740986624.20382,29033553503.18471,4713375.796178344,4713375.796178344,4713375.796178344,538959235.6687897,1035448407.643312,1851708917.197452,0.0,0.0,0.0,228321656.0509554,472282802.5477707,63972611.46496815,1564573885.350318,2678535668.789809,1624544585.987261,9067753503.184711,15106230573.24841,25656805732.48407,10632327388.53503,17784766242.03822,27281350318.47134,16563668789.80892,21278641401.27388,28119503184.71338,15211780254.77707,18576125477.707,25058405732.48407,429410191.0828025,637033121.0191083,988203821.6560508,802198089.1719745,1929554140.127388,1811054777.070064
293,477,0.0,12738.85350318471,0.0,24390445.85987261,22577070.06369427,22320382.16560509,24615923.56687898,22605732.48407643,22336305.73248408,17379617.8343949,31967515.92356688,37251592.3566879,26742675.15923567,53822929.93630573,56915286.62420382,0.0,63694.26751592357,63694.26751592357,13946496.81528662,17138853.50318471,7155414.012738853,22225477.70700637,16239490.44585987,16064331.21019108,22225477.70700637,16239490.44585987,16064331.21019108,0.0,-401273.8853503185,-401273.8853503185,14417834.39490446,42682802.5477707,55664968.15286624,15185987.2611465,43050318.47133758,56031847.13375796,86973885.35031846,47572611.46496815,9181528.662420385,78671337.57961783,33419745.22292994,3648407.643312102,11759872.61146497,4777707.006369427,-9984076.433121018,8302547.770700636,3677707.006369426,1692356.687898089
294,478,0.0,61783.43949044586,57324.84076433121,115139490.4458599,226173885.3503185,359686624.2038217,137264331.2101911,251359235.6687898,384756050.955414,335217197.4522293,272278343.9490446,251838216.5605095,810900636.9426751,990559235.6687896,866913375.7961783,10191.08280254777,10191.08280254777,10191.08280254777,413382165.6050955,377772611.4649681,419053503.1847134,117834394.9044586,507961783.4394904,509554140.1273885,118600636.9426752,508643312.1019108,511240127.388535,7231847.133757962,3934394.904458599,0.0,408950318.4713376,351522292.9936306,315897452.2292994,416182165.6050955,355502547.7707006,321375796.178344,3420432484.076433,3284019108.280255,2788091082.802547,2812534394.904459,2674907643.312102,2354508917.197452,385994267.5159236,226552229.299363,63820382.16560509,239464968.1528662,221557324.8407643,102650955.4140127
